date,sentiment,trades,notional_sum,notional_med,lev_mean,lev_med,pnl_sum,pnl_mean,pnl_winrate,r_mean,r_med
2023-01-05,Fear,3,477.0,156.39,0.09193333333333333,0.0967,0.0,0.0,0.0,0.0,0.0
2023-05-12,Neutral,9,50005.83,1935.95,2.513866666666667,1.3614,0.0,0.0,0.0,0.0,0.0
2024-01-01,Greed,18,264239.52999999997,9216.095000000001,414.7732555555556,1.2602,-129.53146,-7.196192222222223,0.05555555555555555,-0.0013542542015655766,0.0
2024-01-02,Greed,6,2008.18,252.115,18562.666666666668,22175.0,0.0,0.0,0.0,0.0,0.0
2024-01-03,Greed,137,472974.7,1000.87,375587.74525547447,7377.0,8244.241409,60.176944591240876,0.9343065693430657,0.032565632189562016,0.034830581539642275
2024-01-04,Greed,77,339470.47,1041.48,448724.6416597403,9323.0,2507.963406,32.57095332467532,0.5454545454545454,0.016572840290737134,0.0032439503697747458
2024-01-05,Greed,14,87025.45,4871.745,62.32951428571429,59.78355,0.0,0.0,0.0,0.0,0.0
2024-01-06,Greed,25,12834.62,333.0,-47545.904,-1553.0,91.510419,3.66041676,0.36,0.005425889771719146,0.0
2024-01-07,Greed,64,362670.14999999997,423.28999999999996,218419.2375734375,30.29395,5065.839308,79.1537391875,0.40625,0.010594283518509664,0.0
2024-01-08,Greed,57,227774.53,1002.35,166376.4956409386,9.13,167.080017,2.9312283684210527,0.07017543859649122,0.0006039157603026269,0.0
2024-01-09,Extreme Greed,12,12359.68,499.67499999999995,-1304.8965716666667,-209.5,137.433093,11.452757750000002,0.4166666666666667,0.008313305107223078,0.0
2024-01-10,Greed,4,139954.32,31787.215,1.83578,1.768815,0.0,0.0,0.0,0.0,0.0
2024-01-11,Extreme Greed,23,260981.03,2753.9,8083.628513478261,4081.0,1040.475736,45.238075478260875,0.2608695652173913,0.0010570559992485902,0.0
2024-01-12,Greed,416,814711.82,296.565,18184.968293473583,1.5017550000000002,40886.364494,98.28453003365385,0.53125,0.20091040548847178,0.0009852409452853368
2024-02-01,Greed,17,121348.74,2439.38,-46986.74279,-35073.0,783.979116,46.11641858823529,0.47058823529411764,0.05840668851694138,0.0
2024-02-02,Greed,42,474278.43,3708.865,3535.838899285714,3.14485,456.423473,10.867225547619048,0.30952380952380953,0.02222314402296727,0.0
2024-02-03,Greed,31,63197.56,269.86,-11303.193548387097,-16209.0,230.90060000000005,7.448406451612905,0.6774193548387096,-0.07441265725788752,0.04195121951219512
2024-02-04,Greed,41,239664.50999999998,3300.9,1.1111463414634146,-2.5702,883.760812,21.555141756097562,0.2926829268292683,0.0030547989921382228,0.0
2024-02-06,Greed,93,29464.51,221.94,-4765.8387096774195,-4922.9,192.906947,2.074268247311828,0.3655913978494624,0.0072570025557842175,0.0
2024-02-07,Greed,18,33347.47,218.55,-2891.23615,1764.09657,2421.253116,134.514062,0.7222222222222222,0.04432659383288111,0.04454722492697176
2024-02-08,Greed,63,396320.37,2129.53,33155.55129620317,124.0064,782.3681909999999,12.418542714285714,0.2698412698412698,0.0029892530797869217,0.0
2024-02-09,Greed,2,30000.42,15000.21,68.349,68.349,0.0,0.0,0.0,0.0,0.0
2024-02-10,Greed,4,99954.34,20954.905000000002,3.7032475,3.8613850000000003,0.0,0.0,0.0,0.0,0.0
2024-02-11,Greed,2,40000.0,20000.0,1.07776,1.07776,0.0,0.0,0.0,0.0,0.0
2024-02-12,Greed,270,585243.56,149.885,8389.984791455556,1245.7442605,18489.604313,68.48001597407408,0.4074074074074074,0.08286955653892343,0.0
2024-03-01,Extreme Greed,67,394499.36,2102.78,1876.3014791044775,249.6,866.015507,12.925604582089552,0.417910447761194,0.002397618079399435,0.0
2024-03-02,Extreme Greed,56,603820.0,3788.38,2.58381125,-0.36128499999999997,223.30918699999998,3.9876640535714283,0.10714285714285714,4.5027308990477445e-05,0.0
2024-03-03,Extreme Greed,79,390745.68,805.5,-595760.485443038,7690.6,8361.086245,105.83653474683545,0.6835443037974683,0.030771225346884094,0.034207588633093707
2024-03-04,Extreme Greed,4,16887.57,3443.955,392.675,369.0,126.7884,31.6971,0.25,0.009037335880365519,0.0
2024-03-05,Extreme Greed,36,282682.64999999997,1991.1950000000002,31780.38251111111,25.63505,5306.017045,147.3893623611111,0.4722222222222222,0.0048487666627059734,0.0
2024-03-06,Extreme Greed,70,21466.86,221.95,-4759.422857142857,-5465.25,562.808208,8.040117257142859,0.6285714285714286,0.022945963961164995,0.02512076593827439
2024-03-07,Extreme Greed,18,179600.66,2957.515,744.9618716666668,11.97205,1118.387284,62.132626888888886,0.2222222222222222,0.008604763103020656,0.0
2024-03-08,Extreme Greed,37,290532.86,4534.09,58286.87483621623,32.8966,464.1897,12.545667567567568,0.02702702702702703,0.002766964830333665,0.0
2024-03-10,Extreme Greed,9,132935.69,4525.05,491.7307866666667,5.93967,100.375782,11.152864666666666,0.3333333333333333,0.005108389302719369,0.0
2024-03-11,Extreme Greed,6,129055.66,19456.93,16662.185636666665,2.35024,0.0,0.0,0.0,0.0,0.0
2024-03-12,Extreme Greed,374,1084666.53,499.645,13921.79072131278,810.82750065,23576.539285,63.03887509358289,0.4304812834224599,0.05738756294721876,0.0
2024-04-01,Extreme Greed,5,99792.54000000001,3335.99,17.57154,22.1211,-67.60364,-13.520728,0.0,-0.0008049010045008357,-0.0013113225649882046
2024-04-02,Extreme Greed,35,203187.53,2314.37,4095.2721137142858,22.9063,47.62389499999999,1.360682714285714,0.2571428571428571,-0.011097791996846303,-0.0022557367861629147
2024-04-03,Greed,300,1577996.87,902.695,183364.74213396665,0.0,27799.775742,92.66591914,0.8866666666666667,0.0403975218157411,0.03654647152656099
2024-04-04,Greed,32,95987.73,961.4749999999999,-31.735753125,-32.548100000000005,0.0,0.0,0.0,0.0,0.0
2024-04-05,Extreme Greed,9,58998.75,3993.33,-70772.5864,-23.0571,0.0,0.0,0.0,0.0,0.0
2024-04-06,Extreme Greed,53,24243.41,340.43,-317.91698264150943,-334.2,52.211438,0.9851214716981133,0.4716981132075472,0.0019124837185662727,0.0
2024-04-07,Extreme Greed,25,430568.01,8103.87,297.4258684,55.2214,0.0,0.0,0.0,0.0,0.0
2024-04-08,Extreme Greed,127,1207744.07,1111.06,77198.73645929685,46.1699,-122672.000883,-965.9212667952756,0.023622047244094488,-0.07112915279499807,0.0
2024-04-09,Extreme Greed,34,131480.97,103.485,305434.9363461765,5054.265055,1065.785132,31.346621529411763,0.14705882352941177,0.0062746551176337245,0.0
2024-04-10,Extreme Greed,1,0.34,0.34,307.367829,307.367829,0.0,0.0,0.0,0.0,0.0
2024-04-11,Extreme Greed,36,451811.97,7595.200000000001,18891.41010888889,0.83865,2799.410474,77.76140205555555,0.6388888888888888,0.01048519861500782,0.007525068454065628
2024-04-12,Extreme Greed,319,769287.65,272.25,151982.25861053224,580.0,292891.815021,918.1561599404388,0.46394984326018807,0.2360401067708741,0.0
2024-05-01,Neutral,66,1703942.66,4257.8,-0.13111681818181825,0.0017,164.141565,2.486993409090909,0.19696969696969696,0.00011133406489917906,0.0
2024-05-02,Fear,72,770198.26,3621.485,551.6511123611111,2.3198499999999997,-33.45419400000003,-0.4646415833333337,0.19444444444444445,-0.0006308077590253504,0.0
2024-05-03,Neutral,180,841810.32,1247.5749999999998,1070451.832777778,357137.0,19791.026041,109.95014467222222,0.9055555555555556,0.039797158258725804,0.03729907166298796
2024-05-04,Greed,100,503791.8,623.395,11906.896289999999,10573.4,10706.484306,107.06484306,0.9,0.022748111718916827,0.01024223909755332
2024-05-05,Greed,6,24068.350000000002,251.54,-20.3235,-28.6291,0.916,0.15266666666666667,0.16666666666666666,0.003751945604980749,0.0
2024-05-06,Greed,54,25350.77,526.8299999999999,-253.84012888888887,-106.72999999999999,56.055506,1.038064925925926,0.2962962962962963,0.0011860777024525928,0.0
2024-05-07,Greed,32,272289.89,2858.9700000000003,1435.01399375,172.8134,0.0,0.0,0.0,0.0,0.0
2024-05-08,Greed,80,420495.4,2216.9700000000003,105213.607632875,27.687,-13013.665169,-162.6708146125,0.4125,-0.0041158873225988326,0.0
2024-05-09,Greed,1,0.84,0.84,10818.93703,10818.93703,0.0,0.0,0.0,0.0,0.0
2024-05-10,Greed,37,605605.74,11986.49,63.44648043243244,0.96634,5767.161892,155.86924032432432,0.6486486486486487,0.00697094597111064,0.01341991144500632
2024-05-11,Neutral,10,200627.23,18815.325,1.452014,1.5002550000000001,678.4759280000001,67.8475928,0.5,0.002252125725173517,0.0022462646234411455
2024-05-12,Greed,456,1256750.79,326.56,2332.2629164455484,-38.5,71574.11848800001,156.96078615789474,0.4232456140350877,0.09405473379135186,0.0
2024-06-01,Greed,22,298521.4,7353.530000000001,976.6085072727273,273.88419999999996,135.58166400000002,6.16280290909091,0.45454545454545453,0.0010863750305640863,0.0
2024-06-02,Greed,1088,8047153.41,2164.67,116599.32741643384,-0.00172,-215.615907,-0.19817638511029412,0.1645220588235294,-0.00013064640288997778,0.0
2024-06-03,Greed,82,327218.02,1942.915,97537.59146341463,-1547.0,6814.825139,83.10762364634145,0.8780487804878049,0.037987678068311076,0.04913493754388295
2024-06-04,Greed,16,68223.67,2257.3,-4.198175,-6.02285,236.33513399999998,14.770945874999999,0.25,0.0032468692553715675,0.0
2024-06-05,Extreme Greed,9,206016.43,14386.77,-12.474166666666667,-7.0248,968.59038,107.62115333333333,0.4444444444444444,0.0032080130253111993,0.0
2024-06-06,Extreme Greed,234,137557.76,554.615,-7051.191252136752,-3227.8999999999996,274.173187,1.1716802863247862,0.42735042735042733,0.0023120284772964977,0.0
2024-06-07,Extreme Greed,24,2490.17,59.86,306989.29762125,189780.5549,108.87217799999999,4.53634075,0.2916666666666667,0.021289193575074875,0.0
2024-06-08,Greed,107,61478.38,123.95,56143.665529618695,1336.49773,267.318048,2.4982995140186914,0.12149532710280374,0.0770653830530667,0.0
2024-06-09,Extreme Greed,42,39047.1,90.725,4019.9604233333334,4318.21926,-1104.856765,-26.306113452380952,0.0,-0.24902518396012924,-0.2732789033590485
2024-06-10,Greed,22,300130.56,6351.0599999999995,-0.30976,0.11202,130.487079,5.9312308636363635,0.22727272727272727,0.0004957358047129574,0.0
2024-06-11,Greed,15,123906.9,6823.5,701.084926,0.21727,2817.83723,187.85581533333334,0.4666666666666667,0.025696521202497158,0.0
2024-06-12,Greed,403,3471019.22,497.04,7551.158018925931,-11.14,-92624.643895,-229.83782604218362,0.23325062034739455,0.06087415240407354,0.0
2024-07-01,Neutral,97,1048850.06,3003.94,4503.752768350516,22.1802,-835.681235,-8.615270463917525,0.09278350515463918,-0.001465990099491163,0.0
2024-07-02,Neutral,15,6758.73,337.68,14779.04,-16.0,241.24212,16.082808,0.13333333333333333,0.01816107888064849,0.0
2024-07-04,Fear,23,49988.14,680.92,-21.564239130434782,-22.3825,0.0,0.0,0.0,0.0,0.0
2024-07-05,Fear,18,108717.58,3417.135,-3555.150633333335,0.498,883.537693,49.08542738888889,0.5,0.010229865150382465,0.0030651590807544925
2024-07-06,Fear,440,1098588.76,468.885,-5529.765854295454,-3393.6499999999996,8902.467416,20.23288049090909,0.4,0.0044393699840108184,0.0
2024-07-07,Fear,10,498.75,39.9,2385.08597,2379.48597,61.428942,6.1428942,1.0,0.12316580454607151,0.12316580618212197
2024-07-08,Fear,33,2492.77,38.98,59895.80629000363,1606.41978,188.789255,5.720886515151515,0.30303030303030304,0.07047880827415383,0.0
2024-07-10,Fear,21,219984.65,3379.1,-4.82207619047619,-4.7767,0.0,0.0,0.0,0.0,0.0
2024-07-11,Fear,113,111335.3,143.99,167375.9950541629,29459.0,4493.353136,39.764187044247784,0.5309734513274337,0.14606012535873444,0.03209632755314831
2024-07-12,Fear,304,451733.42,209.72500000000002,-47071.11105384875,-253.75,85906.279067,282.5864442993421,0.4309210526315789,0.08018563821536354,0.0
2024-08-01,Neutral,128,1522452.43,1850.245,2533.4020265625,0.5401199999999999,-269.874439,-2.1083940546875,0.25,-0.0011168976466750333,0.0
2024-08-02,Greed,10,26051.12,2084.025,562304.5599999999,0.0,770.756024,77.07560240000001,0.4,0.021876787200337006,0.0
2024-08-03,Fear,67,183583.18,482.56,52491.09402985074,3772.0,4271.886236,63.7594960597015,0.8805970149253731,0.04671013227675114,0.041382892426058596
2024-08-04,Fear,30,211940.64,2618.825,-240.4416,-50.6455,1218.4267,40.614223333333335,0.03333333333333333,0.0017080645966229735,0.0
2024-08-05,Fear,13,65973.57,1400.0,19.658276923076922,14.7635,1.56576,0.12044307692307693,0.07692307692307693,0.003278252887906339,0.0
2024-08-06,Extreme Fear,29,97351.88,1887.13,102.60835172413793,11.44,129.13883900000002,4.453063413793104,0.27586206896551724,0.0013990060887606875,0.0
2024-08-07,Fear,1,497.64,497.64,2313.98597,2313.98597,0.0,0.0,0.0,0.0,0.0
2024-08-08,Extreme Fear,9,16299.35,250.0,48585.02089251111,585.0263382,-40.712216999999995,-4.5235796666666666,0.0,-0.02962831527109057,0.0
2024-08-09,Neutral,1,0.11,0.11,0.93414,0.93414,0.0,0.0,0.0,0.0,0.0
2024-08-10,Fear,36,434584.13,2491.3999999999996,7.177104472222222,-4.1552050000000005,5396.546638,149.90407327777777,0.9166666666666666,0.011969979695290749,0.013039429128113424
2024-08-11,Fear,39,270700.44,2930.56,668.1017651282052,0.74581,-64.41354100000007,-1.6516292564102582,0.15384615384615385,-0.012165987977800278,0.0
2024-08-12,Fear,420,932939.72,352.9,-30589.775355230788,-106.005,15965.933436,38.014127228571425,0.3619047619047619,0.03563001146965433,0.0
2024-09-01,Fear,70,870051.97,5087.139999999999,2899.006581142857,13.608550000000001,-826.349863,-11.804998042857143,0.2571428571428571,-0.0017713843017607347,0.0
2024-09-03,Fear,117,658178.75,943.3,501601.2582051282,-1120.9,9949.501624,85.03847541880343,0.8290598290598291,0.024770725021437116,0.030062597809076684
2024-09-04,Fear,3,57063.840000000004,10184.23,-78.67283333333334,-78.6807,0.0,0.0,0.0,0.0,0.0
2024-09-05,Fear,28,221966.12,3673.55,13521.614478571428,27.977200000000003,1147.595856,40.985566285714285,0.39285714285714285,0.003315408917476402,0.0
2024-09-06,Extreme Fear,17,22410.22,148.46,575.0169294117647,706.0,0.0,0.0,0.0,0.0,0.0
2024-09-07,Extreme Fear,15,2736.45,197.8,2204.8370366666663,2176.97037,648.984412,43.265627466666665,1.0,0.23227538475115375,0.24367353260869568
2024-09-08,Fear,144,503204.86,498.15999999999997,11778.072933701389,-1867.4499999999998,18082.071276,125.56993941666666,0.2986111111111111,0.011954323068789723,0.0
2024-09-09,Fear,2,4014.4300000000003,2007.2150000000001,1021003.16055,1021003.16055,0.0,0.0,0.0,0.0,0.0
2024-09-10,Fear,14,220399.93,17148.715,0.8050550000000001,0.808075,396.06272,28.290194285714286,0.21428571428571427,0.0014052198741358703,0.0
2024-09-11,Fear,86,193384.41,433.685,-22169.93237790698,-24216.45,102.90894,1.196615581395349,0.22093023255813954,0.0020061450954243303,0.0
2024-09-12,Fear,539,983949.68,149.9,15604.680434561353,590.0933954,6310.967676,11.708659881261596,0.31910946196660483,0.02554492484743728,0.0
2024-10-01,Neutral,193,2057479.48,1901.0,138.77570626943006,0.0,-1517.091342,-7.860576901554404,0.21243523316062177,0.0010943820455426747,0.0
2024-10-03,Fear,42,219973.85,1103.9299999999998,-2524.777380952381,-2583.7,2482.9272,59.117314285714286,0.6904761904761905,0.027981615753706078,0.044659015756978525
2024-10-04,Fear,41,351735.97,3999.01,-51.30644390243902,-57.9883,5207.443414,127.01081497560976,0.8780487804878049,0.013949471915401872,0.015525445466859265
2024-10-05,Neutral,22,156882.0,5012.195,-1.8795545454545455,-3.71645,2101.741695,95.53371340909092,0.2727272727272727,0.009406217526489341,0.0
2024-10-06,Neutral,53,46587.93,501.9,-706.0936471698113,-631.7,31.266804999999998,0.589939716981132,0.33962264150943394,0.0006987675579340524,0.0
2024-10-07,Neutral,56,687900.21,3237.335,-64.06493303571429,46.138400000000004,11977.734907,213.88812333928573,0.6785714285714286,0.046096776641411485,0.01885324264647672
2024-10-08,Neutral,88,11339.29,119.485,115962.98122553182,2971.966725,0.0,0.0,0.0,0.0,0.0
2024-10-09,Neutral,3,2547.28,766.74,438476.7027666667,0.7621,-219.729659,-73.24321966666666,0.0,-0.08222902250398993,-0.12324808251871709
2024-10-10,Fear,16,300024.33999999997,20868.605,4.391618125,4.28701,0.0,0.0,0.0,0.0,0.0
2024-10-11,Fear,173,413636.7,1110.6,-31373.868432890173,-12.1773,991.114334,5.728984589595376,0.2947976878612717,0.0023683582705468576,0.0
2024-10-12,Neutral,1596,3150424.08,257.42,29865.685533334276,31672.36367,39325.770231,24.640206911654136,0.5870927318295739,0.0307361495894897,0.03586588241322748
2024-11-01,Extreme Greed,21,305314.1,5005.45,58.549595714285715,0.0,-164.08950099999998,-7.813785761904761,0.23809523809523808,-0.0005453774812928749,0.0
2024-11-02,Greed,34,212311.82,710.625,13413.987631470589,10.61285,983.443176,28.924799294117648,0.20588235294117646,0.022215468919317485,0.0
2024-11-03,Greed,42,176519.44999999998,480.955,19350.09047619048,10259.5,3588.179495,85.43284511904761,0.9285714285714286,0.04148491220115215,0.04591151822947024
2024-11-04,Greed,16,76400.96,1892.385,6.13406875,5.46195,389.743164,24.35894775,0.125,0.001997155486411823,0.0
2024-11-05,Greed,9,63248.95,1500.46,9.522166666666667,13.0499,251.604742,27.956082444444444,1.0,0.003969500639528391,0.00396578293034604
2024-11-06,Greed,123,373279.92,132.38,-664.4540700813008,1099.0,4320.631811,35.12708789430894,0.13821138211382114,0.011491663845612716,0.0
2024-11-07,Extreme Greed,19,169887.02,8977.39,14.223484210526316,15.1256,1876.812082,98.77958326315789,0.47368421052631576,0.010351711714543226,0.0
2024-11-08,Extreme Greed,24,44230.21,200.41000000000003,310418.394425,448394.4804,847.7766200000001,35.32402583333334,0.16666666666666666,0.006781647547980836,0.0
2024-11-09,Extreme Greed,1,0.54,0.54,35870.82982,35870.82982,0.0,0.0,0.0,0.0,0.0
2024-11-10,Extreme Greed,26,488904.19,16272.82,175.9861126923077,2.57665,8885.327477,341.74336450000004,0.6923076923076923,0.014341863065245188,0.02071603058040774
2024-11-11,Extreme Greed,373,1570572.42,1721.57,-60029.76693967829,-182.1106,6749.630996,18.09552545844504,0.24664879356568364,0.006630895277899576,0.0
2024-11-12,Extreme Greed,1221,2194098.33,149.98,37221.38219646437,38863.72423,319051.554217,261.30348420720725,0.7125307125307125,0.16532199145529797,0.022419260533104043
2024-12-01,Extreme Greed,7,200082.27,43745.48,0.3402285714285714,0.1074,-1925.519024,-275.0741462857143,0.0,-0.005690485972448286,0.0
2024-12-02,Extreme Greed,16,227247.69999999998,6349.635,-32.87792375,-0.491005,913.8817869999998,57.11761168749999,0.375,-0.004654407836883517,-0.0336542076793642
2024-12-03,Extreme Greed,8,103040.85,7729.5,2253.35,1683.6,3039.166,379.89575,0.875,0.050136894535879405,0.057299360019671196
2024-12-04,Extreme Greed,129,442088.59,1030.72,176264.67758759687,7049.0,-592.6458390000001,-4.594153790697676,0.5503875968992248,0.008273178287504282,0.020164504310200473
2024-12-05,Extreme Greed,23,55179.56,999.93,21632.475469565215,185.84,0.0,0.0,0.0,0.0,0.0
2024-12-06,Greed,254,193407.96,553.405,-5238.130427874016,-3882.9,-21886.531493,-86.16744682283463,0.08267716535433071,-0.04820075743360479,0.0
2024-12-07,Extreme Greed,19,89582.97,3124.79,-2100.932873684211,19.2044,1412.314654,74.33235021052631,0.47368421052631576,0.04937304243718403,0.0
2024-12-08,Extreme Greed,48,54167.32,160.74,144534.02000633333,1531.501102,858.6705000000001,17.88896875,0.125,0.005607737643180995,0.0
2024-12-10,Extreme Greed,10,159713.4,13531.815,-0.611799,-0.51283,541.55471,54.155471,0.7,0.0037782590767500776,0.004091656668855166
2024-12-11,Greed,171,1226354.52,1761.14,-8868.139725614035,-0.06397,3494.399394,20.435084175438597,0.19883040935672514,0.0027886025451458888,0.0
2024-12-12,Extreme Greed,1932,4557189.87,210.555,21366.19142231589,10666.79746,599151.795008,310.1199767122153,0.6997929606625258,0.24189783097449014,0.07149172167718519
2025-01-01,Greed,96,282582.1,200.5,3815.7647845532297,1.40200824,-9528.065345,-99.25068067708334,0.3020833333333333,0.012564857559269817,0.0
2025-01-02,Greed,634,1363746.44,589.245,-57592.00043543796,265.65148815,32300.205017,50.946695610410096,0.5962145110410094,0.02645512272281911,0.013400344097068476
2025-01-03,Greed,174,263824.13,614.6800000000001,-19930.116304568794,-199.4,10596.108968,60.897177977011495,0.4482758620689655,0.03671447933674878,0.0
2025-01-04,Greed,192,704445.1900000001,500.015,52900.14321609375,8.7334,-2202.6622420000003,-11.472199177083334,0.4583333333333333,-0.015648689373158393,0.0
2025-01-05,Greed,1230,10720240.52,799.85,6171.6686527601905,709.03055795,54536.829297000004,44.338885607317074,0.43089430894308944,0.026556362230879406,0.0
2025-02-01,Greed,361,774674.84,249.68,1845.9160559970912,-120.0,8716.519087,24.145482235457067,0.45706371191135736,0.01767630122087081,0.0
2025-02-02,Greed,1319,5661092.29,679.1,32228.723684552344,1532.080257,162854.759623,123.46835452843062,0.35860500379075055,0.008697129783437466,0.0
2025-02-03,Fear,532,6460848.74,1487.225,-1687.268554373064,409.08723380000004,66914.320708,125.77879832330827,0.5018796992481203,0.02997459253962521,0.0018301766051766052
2025-02-04,Greed,1076,3867930.6,601.435,65193.18090953477,47572.42,202212.740938,187.930056633829,0.8949814126394052,0.05478280027973147,0.061158108130774574
2025-03-01,Extreme Fear,508,771208.99,221.93,-44194.575434762584,-291.6,6028.486793,11.867099986220472,0.27165354330708663,0.011182326877751508,0.0
2025-03-02,Fear,2380,22592901.37,885.895,-1368.539400002248,75.36500000000001,348871.326269,146.58459086932774,0.4634453781512605,0.06287324643550332,0.0
2025-03-03,Fear,1482,8244590.38,998.7149999999999,3725.131215920789,-88.196,616413.032233,415.9332201302294,0.6153846153846154,0.05577577970414056,0.017836532680127148
2025-03-04,Extreme Fear,1748,8670233.15,796.26,41712.621649588145,17871.79,-2365.961276,-1.353524757437071,0.2974828375286041,-0.0008717760347461308,0.0
2025-04-01,Fear,371,1826029.6199999999,443.86,4665.506790250863,-184.0,2553.537968,6.882851665768194,0.20215633423180593,0.019559406333337533,0.0
2025-04-02,Fear,2512,15678409.27,640.5999999999999,542.030125992922,-787.55,416876.88812,165.9541752070064,0.276671974522293,0.01599828040988779,0.0
2025-04-03,Fear,2402,11124247.15,806.44,28300.551683134396,8532.275000000001,182075.566585,75.80165136761032,0.25353871773522063,0.0136584649328654,0.0
2025-04-04,Fear,1272,3835545.73,564.405,-14360.770737124258,5470.355,-25515.678949999998,-20.05949602987421,0.38757861635220126,9.820238676115697e-05,0.0
2025-05-01,Neutral,239,451943.57,110.97,-29295.64786985523,-496.7,3187.719363,13.337737920502093,0.41841004184100417,0.02763871348555594,0.0
2025-05-02,Greed,1297,8743231.51,953.58,-2297.9337742639477,0.9278,56706.235562,43.721075992289904,0.3215111796453354,0.010304211212009197,0.0
2025-05-03,Unknown,1660,9193654.22,1554.65,72610.93333229316,24713.72,269328.365917,162.24600356445782,0.7584337349397591,0.04069255150845258,0.0516610238953043
2025-05-04,Unknown,360,1267564.22,616.0,39794.9718386973,10343.58,35907.33771,99.74260475,0.5805555555555556,0.020051137964836103,0.0059562491045679344
2025-06-01,Unknown,573,556526.99,149.94,-88190.90943126338,-1199.3,6064.185393,10.583220581151831,0.15532286212914484,0.006306782919851513,0.0
2025-06-02,Unknown,1703,2818508.87,502.35,9598.631843850217,209.85,33803.799733,19.84955944392249,0.46095126247798,0.0222214300292669,0.0
2025-06-03,Unknown,760,6765324.96,1973.605,4702.560156036381,571.0708319,16101.125561,21.18569152763158,0.48026315789473684,0.004377485339086027,0.0
2025-06-04,Unknown,1048,3551252.06,784.05,-19077.37596638554,10775.71,47053.449272,44.89832945801527,0.31679389312977096,0.011110068602892471,0.0
2025-07-01,Unknown,637,1313178.1,319.62,-46410.23458855573,-2219.0,16098.227531,25.271942748822607,0.7613814756671899,0.03034245456835676,0.031146699929497264
2025-07-02,Unknown,1524,3460263.54,503.32000000000005,436951.272429021,528.4100000000001,22450.002091,14.730972500656167,0.2821522309711286,0.005297193785503215,0.0
2025-07-03,Unknown,2552,19854275.48,1361.49,23379.432478604147,7066.405000000001,150236.061627,58.86993010462382,0.5223354231974922,0.021935892906306893,0.00035118602994196316
2025-07-04,Unknown,2814,14460253.14,629.7349999999999,-46141.24134241459,7.38835,34527.370305,12.269854408315563,0.23916133617626156,-0.0028927500102381566,0.0
2025-08-01,Unknown,1039,3177275.18,423.54,12941.877589278181,5.73427,130117.090554,125.23300342059672,0.37151106833493747,0.02185088142322374,0.0
2025-08-02,Unknown,575,839734.97,387.72,3837.630819030435,1709.0,586.703253,1.0203534834782608,0.19130434782608696,0.0018617292527240532,0.0
2025-08-03,Unknown,529,892083.51,621.12,-29602.15636373885,1268.73,24700.773359,46.69333338185255,0.5689981096408318,0.02203273552246569,0.012488097590772712
2025-08-04,Unknown,943,8869391.4,944.26,11421.168538783626,6.20454,34899.394798,37.00890222481442,0.4093319194061506,0.00606005930960091,0.0
2025-09-01,Unknown,522,1020733.25,316.33500000000004,6502.6338274800955,0.0,46975.928902,89.99220096168582,0.2777777777777778,0.017932267195744363,0.0
2025-09-02,Unknown,764,2920919.7,421.645,-25769.211658621727,-591.85,150551.829492,197.05736844502616,0.4306282722513089,0.022915603733909665,0.0
2025-09-03,Unknown,1422,10419697.99,1099.52,1220.191333293453,2384.8149999999996,19773.457395,13.905384947257385,0.4409282700421941,0.008731330529434702,0.0
2025-09-04,Unknown,3967,28556806.47,888.6,-22505.401344465085,-6.001,43120.444797,10.86978694151752,0.43055205444920597,-0.007109882830487127,0.0
2025-10-01,Unknown,819,6547449.68,500.18,25294.663476374968,3.02619,-10116.875552,-12.352717401709402,0.5274725274725275,0.028416082931343165,0.002190244233773543
2025-10-02,Unknown,889,3624958.44,635.37,73693.97319057019,0.41214,63908.49465,71.88807047244094,0.4780652418447694,0.00790264219780466,0.0
2025-10-03,Unknown,2911,16811790.68,907.26,16512.489976984536,7467.29,-10010.027269999999,-3.438690233596702,0.39745791824115423,0.00015188021691143956,0.0
2025-10-04,Unknown,2127,28741953.29,999.97,-27401.202541386545,-9.87,158261.822261,74.40612236060178,0.5289139633286318,0.01342642728870823,0.00016697999999999998
2025-11-01,Unknown,283,1658098.71,455.96,145.52115739194346,1.35556,2269.080536,8.017952424028268,0.24381625441696114,0.0047436960570092414,0.0
2025-11-02,Unknown,848,2797544.17,674.3499999999999,49751.5536744617,729.8947797000001,-6093.784817,-7.186067001179245,0.21816037735849056,-0.018594289905607957,0.0
2025-11-03,Unknown,3286,14016952.09,580.875,-36398.23861437603,30038.345,-76880.729036,-23.3964482763238,0.18746195982958003,-0.005425094418925963,0.0
2025-11-04,Unknown,1096,11319327.07,650.835,-132160.47989441478,-9.368845,126406.479081,115.33437872354014,0.3357664233576642,0.009374559799191723,0.0
2025-12-01,Unknown,602,2258459.17,453.17499999999995,183630.51251568587,128566.95,5742.241803,9.538607646179402,0.7840531561461794,0.005680367944793616,0.0028644067796610166
2025-12-02,Unknown,1031,4143974.54,923.74,26762.36430873385,4.58267,19848.635032,19.251828353055284,0.4626576139670223,0.0030451786478746367,0.0
2025-12-03,Unknown,3968,18618139.15,828.9200000000001,99070.3760981823,64539.405,288105.984215,72.60735489289314,0.5645161290322581,0.030111395428077767,0.01071236852541624
2025-12-04,Unknown,2109,55914617.49,1229.78,-5399.21872606971,-11.59516,410419.694533,194.60393292223802,0.2721669037458511,0.012151594352972741,0.0
